anime_id,name,genre,type,episodes,rating,members
2125,"Yuu☆Yuu☆Hakusho: Eizou Hakusho",365,4,2,7.48,6352
763,"Zoids",107,6,67,7.48,27614
656,"Air in Summer",1757,5,2,7.47,29514
2969,"Appleseed Saga Ex Machina",1063,1,1,7.47,28365
6676,"Asura Cryin&#039; 2",1104,6,13,7.47,43725
25731,"Cross Ange: Tenshi to Ryuu no Rondo",1090,6,25,7.47,75807
23383,"D-Frag! OVA",2031,4,1,7.47,28116
10531,"Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio",1378,4,1,7.47,5369
2656,"Doraemon Movie 25: Nobita no Wan Nyan Jikuuden",1349,1,1,7.47,1269
15925,"Doraemon Movie 33: Nobita no Himitsu Dougu Museum",1291,1,1,7.47,787
20509,"Fate/kaleid liner Prisma☆Illya 2wei!",490,6,10,7.47,56859
344,"Futatsu no Spica",2711,6,20,7.47,5894
18229,"Gatchaman Crowds",1644,6,12,7.47,107513
21039,"Gatchaman Crowds Insight",1644,6,12,7.47,41220
31324,"Grisaia no Meikyuu Special",2749,5,1,7.47,16648
4551,"Hakushaku to Yousei",1524,6,12,7.47,63915
27969,"Hana to Alice: Satsujin Jiken",2662,1,1,7.47,9766
7337,"Hetalia Axis Powers Movie: Paint it, White",2077,1,1,7.47,36986
12729,"High School DxD OVA",1693,4,2,7.47,91154
20853,"Hitsugi no Chaika",78,6,12,7.47,164510
666,"JoJo no Kimyou na Bouken",1432,4,6,7.47,24523
29583,"Kuroko no Basket: Oshaberi Demo Shimasen ka",2308,5,1,7.47,8011
633,"Legend of Basara",1496,6,13,7.47,6033
1590,"Legendz: Yomigaeru Ryuuou Densetsu",58,6,50,7.47,1370
1439,"Lupin III: Walther P-38",118,5,1,7.47,3134
10050,"Macross F Music Clip Shuu: Nyankuri",3116,2,1,7.47,3010
1064,"Mazinkaiser",1372,4,7,7.47,4681
2488,"Mei to Koneko Bus",1511,5,1,7.47,7714
14575,"Minami-ke Omatase",2350,4,1,7.47,15050
84,"Mobile Suit Gundam 0083: Stardust Memory",1476,4,13,7.47,20238
17505,"Mushibugyou",882,6,26,7.47,40155
1655,"Nerima Daikon Brothers",2188,6,12,7.47,5374
23673,"Ookami Shoujo to Kuro Ouji",2256,6,12,7.47,145439
21031,"Precure All Stars Movie New Stage 3: Eien no Tomodachi",3025,1,1,7.47,1570
815,"Prince of Tennis: The Two Samurai, The First Game",1185,1,1,7.47,14249
17137,"Saiyuuki Gaiden: Tokubetsu-hen - Kouga no Shou",1449,4,1,7.47,1313
7662,"Shinrei Tantei Yakumo",2998,6,13,7.47,78952
2942,"Sketchbook: Full Color&#039;s",2350,6,13,7.47,17360
1764,"Slam Dunk (Movie)",1818,1,1,7.47,8750
1170,"Slayers Special",1303,4,3,7.47,12820
1081,"Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey",201,4,13,7.47,3499
4884,"Tales of the Abyss",1423,6,26,7.47,74901
3352,"Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!",107,5,1,7.47,24618
20977,"Tonari no Seki-kun OVA",2297,4,1,7.47,20774
5332,"Toshokan Sensou: Koi no Shougai",423,5,1,7.47,6581
1744,"Wagamama☆Fairy Mirumo de Pon!",1222,6,172,7.47,8713
8457,"Yozakura Quartet: Hoshi no Umi",562,4,3,7.47,22065
878,"Zegapain",1084,6,26,7.47,20644
4038,"Zettai Karen Children",649,6,51,7.47,25876
31245,"Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai",3194,1,1,7.47,35058
4970,"Afro Samurai: Resurrection",350,1,1,7.46,51064
1078,"Cardcaptor Sakura: Leave It to Kero-chan",1677,1,1,7.46,20410
4138,"Chiisana Pengin: Lolo no Bouken",1434,4,3,7.46,1459
5593,"Dogs: Bullets &amp; Carnage",1177,4,4,7.46,44826
2665,"Doraemon Movie 07: Nobita to Tetsujin Heidan",1291,1,1,7.46,1272
2676,"Doraemon Movie 15: Nobita to Mugen Sankenshi",1541,1,1,7.46,1204
408,"Final Fantasy VII: Last Order",169,4,1,7.46,48041
32696,"Fukigen na Mononokean",2356,6,13,7.46,44786
551,"Grappler Baki: Saidai Tournament-hen",1048,6,24,7.46,13584
32648,"Handa-kun",2346,6,12,7.46,69621
15225,"Hentai Ouji to Warawanai Neko.",2049,6,12,7.46,201735
8074,"Highschool of the Dead",855,6,12,7.46,535892
6064,"Higurashi no Naku Koro ni Kai Specials",2215,5,24,7.46,28216
483,"Kurau Phantom Memory",827,6,24,7.46,17463
10628,"Mahou Sensei Negima! Mou Hitotsu no Sekai Extra: Mahou Shoujo Yue",210,4,1,7.46,5091
1972,"Meitantei Holmes",1377,6,26,7.46,3985
5273,"Miracle Giants Doumu-kun",3259,6,49,7.46,680
1288,"Mobile Police Patlabor",2174,4,7,7.46,8516
2269,"Mobile Suit Gundam Seed Special Edition",1065,5,3,7.46,7118
601,"Nekojiru-sou",1684,4,1,7.46,34568
465,"One Piece Movie 7: Karakuri-jou no Mecha Kyohei",1319,1,1,7.46,33028
1117,"Pokemon: Maboroshi no Pokemon Lugia Bakutan",1221,1,1,7.46,78876
10862,"Prince of Tennis: Pairpuri",1828,5,8,7.46,3315
710,"Rec",1786,6,9,7.46,68951
10334,"Rurouni Kenshin Recap",91,5,1,7.46,4527
20709,"Sabagebu!",593,6,12,7.46,67306
15793,"Senki Zesshou Symphogear G: In the Distance, That Day, When the Star Became Music...",1117,6,13,7.46,25750
21573,"Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.",1117,6,13,7.46,17466
1815,"Shakugan no Shana Movie",938,1,1,7.46,43962
15307,"Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!",2817,1,1,7.46,2123
8098,"Soukyuu no Fafner: Dead Aggressor - Heaven and Earth",776,1,1,7.46,8266
198,"Speed Grapher",1130,6,24,7.46,64627
23319,"Suisei no Gargantia: Meguru Kouro, Haruka",326,4,2,7.46,20151
19251,"Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas",2038,5,1,7.46,13903
2009,"Yawara! Special: Zutto Kimi no Koto ga... .",417,5,1,7.46,855
9611,"Aa! Megami-sama! (2011)",2143,4,3,7.45,12872
50,"Aa! Megami-sama! (TV)",2143,6,24,7.45,96694
31771,"Amanchu!",2307,6,12,7.45,40481
2986,"Bamboo Blade",2299,6,26,7.45,61649
3076,"Bishoujo Senshi Sailor Moon SuperS Special",3067,5,3,7.45,12317
1373,"Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki",2438,5,4,7.45,3174
1614,"Captain Tsubasa: Road to 2002",1185,6,52,7.45,19746
15109,"Cuticle Tantei Inaba",601,6,12,7.45,50019
5684,"Fresh Precure!",496,6,50,7.45,7004
908,"Fullmetal Alchemist: Premium Collection",2018,4,3,7.45,44313
505,"Fushigiboshi no☆Futagohime",2154,6,51,7.45,5074
15863,"Ginga Kikoutai Majestic Prince",1089,6,24,7.45,35196
246,"Groove Adventure Rave",1315,6,51,7.45,56353
18835,"Hakuouki Reimeiroku Tokuten Disc",1012,4,2,7.46,2178
6574,"Hanamaru Youchien",2333,6,12,7.45,40243
5150,"Hatsukoi Limited",2260,6,12,7.45,54796
30300,"High School DxD New: Oppai, Tsutsumimasu!",1693,4,1,7.45,41436
714,"High School! Kimengumi",2219,6,86,7.45,1316
2336,"Hikaru no Go: New Year Special",2033,5,1,7.45,7418
4312,"Hokuto no Ken: Toki-den",1032,4,1,7.45,3662
13261,"Inazuma Eleven Go: Chrono Stone",3252,6,51,7.45,11939
2407,"Keroro Gunsou Movie 1",2125,1,1,7.45,3606
519,"Mahoraba: Heartful days",1808,6,26,7.45,16764
330,"Midori no Hibi",1723,6,13,7.45,87938
6712,"Natsu no Arashi! Akinaichuu",2288,6,13,7.45,12088
28299,"Ookami Shoujo to Kuro Ouji OVA",2256,4,1,7.45,19592
17875,"Papa no Iukoto wo Kikinasai! OVA",2285,4,2,7.45,19904
3292,"Potemayo Specials",2297,5,6,7.45,2975
168,"s.CRY.ed",205,6,26,7.45,52784
573,"Saber Marionette J",23,6,25,7.45,17561
6153,"Saint Seiya: Soushuuhen",1564,5,1,7.45,4031
1302,"Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki",1500,1,1,7.45,4199
5034,"Shikabane Hime: Kuro",990,6,12,7.45,46709
1548,"Shin Taketori Monogatari: 1000-nen Joou",2657,6,42,7.45,1805
2555,"Shoukoushi Cedie",2736,6,43,7.45,1501
33969,"Shuangsheng Lingtan",3149,3,20,7.45,1227
565,"Steamboy",174,1,1,7.45,40812
27957,"Steins;Gate: Soumei Eichi no Cognitive Computing",1677,3,4,7.45,34426
855,"Strawberry Panic",2680,6,26,7.45,72790
5832,"Tiger Mask Nisei",834,6,33,7.45,2225
4703,"Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday",2816,1,1,7.45,2210
33302,"Yowamushi Pedal: Spare Bike",1828,1,1,7.45,4009
15911,"Yuyushiki",2298,6,12,7.45,50351
764,"Zoids Shinseiki/Zero",1373,6,26,7.45,16381
10479,"Beelzebub Specials",395,5,16,7.44,9834
8756,"Bishoujo Senshi Sailor Moon Memorial",2436,4,5,7.44,7981
20787,"Black Bullet",1126,6,13,7.44,320267
1450,"Brigadoon: Marin to Melan",1244,6,26,7.44,5636
10163,"C: The Money of Soul and Possibility Control",1132,6,11,7.44,156853
2649,"Doraemon: Obaachan no Omoide",1981,1,1,7.44,835
117,"El Hazard: The Magnificent World",1313,4,7,7.44,10130
1250,"Erementar Gerad",1300,6,26,7.44,63193
31389,"Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day",905,5,1,7.44,26382
653,"Galaxy Angel 3",2317,6,26,7.44,6244
5521,"Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!",524,4,1,7.44,26587
191,"Love Hina Christmas Special: Silent Eve",2285,5,1,7.44,45137
14833,"Maoyuu Maou Yuusha",1413,6,12,7.44,164445
20221,"Minami-ke Natsuyasumi",2350,4,1,7.44,9580
3655,"Nabari no Ou",409,6,26,7.44,107384
6030,"Needless",475,6,24,7.44,86942
463,"One Piece Movie 5: Norowareta Seiken",85,1,1,7.44,35357
2107,"One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi",264,1,1,7.44,31909
1094,"One Piece: Umi no Heso no Daibouken-hen",85,5,1,7.44,19649
238,"Rekka no Honoo",310,6,42,7.44,35258
18041,"Rozen Maiden (2013)",413,6,13,7.44,46117
3256,"Soukou Kihei Votoms: Pailsen Files",3087,4,12,7.44,2861
17080,"Soukyuu no Fafner: Dead Aggressor - Exodus",776,6,13,7.44,11882
18277,"Strike the Blood",842,6,24,7.44,231387
30321,"Strike the Blood: Valkyria no Oukoku-hen",845,4,2,7.44,29176
33558,"Tales of Zestiria the X: Saiyaku no Jidai",872,5,1,7.44,26647
13333,"Tari Tari",3127,6,13,7.44,80960
8022,"Tegamibachi Gakuen",1677,5,25,7.44,6649
27,"Trinity Blood",1194,6,24,7.44,113791
3791,"Air Gear Special",3251,5,1,7.43,33597
11266,"Ao no Exorcist: Kuro no Iede",679,5,1,7.43,59755
22433,"Break Blade",916,6,12,7.43,46601
485,"Damekko Doubutsu",1677,6,26,7.43,8024
2512,"Detective Conan OVA 02: 16 Suspects",1378,4,1,7.43,8548
2658,"Doraemon Movie 09: Nobita no Parallel Saiyuuki",1541,1,1,7.43,1189
6930,"Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi",1284,1,1,7.43,1034
6401,"ef: A Tale of Melodies. - Prologue",3116,5,1,7.43,13745
3568,"Ganbarist! Shun",2348,6,30,7.43,1700
1441,"Ginga Tetsudou no Yoru",2453,1,1,7.43,7755
15699,"Haiyore! Nyaruko-san W",2229,6,12,7.43,84442
30991,"Himouto! Umaru-chan: Umaru-chan Mou Ikkai!",2298,4,1,7.43,21413
14753,"Hori-san to Miyamura-kun",2260,4,3,7.43,26535
13469,"Hyouka: Motsubeki Mono wa",3255,4,1,7.43,68823
18295,"Kakumeiki Valvrave 2nd Season",1103,6,12,7.43,57434
3958,"Kannagi",2310,6,13,7.43,94202
32574,"Kekkai Sensen: Ousama no Restaurant no Ousama",934,4,1,7.43,9335
845,"Kiba",1566,6,51,7.43,47651
32953,"Koi ni Naritai Aquarium",3116,2,1,7.43,1683
1090,"Mobile Suit Gundam I",187,1,1,7.43,12877
1722,"Nagasarete Airantou",1841,6,26,7.43,52817
2472,"Naruto: Shippuuden Movie 1",84,1,1,7.43,108170
4437,"Naruto: Shippuuden Movie 2 - Kizuna",1050,1,1,7.43,97818
1237,"One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!",85,5,1,7.43,17175
13659,"Ore no Imouto ga Konnani Kawaii Wake ga Nai.",2333,6,13,7.43,194791
2141,"Oseam",1422,1,1,7.43,3648
108,"Ou Dorobou Jing in Seventh Heaven",1312,4,3,7.43,8561
161,"Peace Maker Kurogane",540,6,24,7.43,35123
527,"Pokemon",62,6,276,7.43,229157
2182,"Robot Carnival",2857,4,1,7.43,7213
13599,"Robotics;Notes",2656,6,22,7.43,107304
4664,"Rurouni Kenshin: Special Techniques",625,5,1,7.43,6677
32175,"Shounen Maid",2342,6,12,7.43,30363
1171,"Slayers Excellent",1211,4,3,7.43,13842
6381,"Strike Witches 2",856,6,12,7.43,51114
11793,"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",1829,5,1,7.44,5533
4663,"Tekken Chinmi",278,6,20,7.43,1833
2113,"Tenkuu Senki Shurato",904,6,38,7.43,4914
3036,"Tobe! Isami",123,6,50,7.43,854
25157,"Trinity Seven",438,6,12,7.43,208796
2427,"Unico",1535,1,1,7.43,2063
7058,"Uragiri wa Boku no Namae wo Shitteiru",1450,6,24,7.43,55040
28405,"Ansatsu Kyoushitsu (TV): Deai no Jikan",631,5,1,7.42,29382
9544,"Biohazard: Damnation",1003,1,1,7.42,10737
1983,"Black Jack: Futari no Kuroi Isha",2438,1,1,7.42,2634
2756,"Cheonnyeon-yeowoo Yeowoobi",2496,1,1,7.42,9045
5065,"Detroit Metal City: Birth of the Metal Devil",2189,5,1,7.42,16101
10444,"Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku",84,6,24,7.42,12505
332,"Dokidoki Densetsu: Mahoujin Guru Guru",1302,6,38,7.42,1625
2677,"Doraemon Movie 11: Nobita to Animal Planet",1290,1,1,7.42,1581
2661,"Doraemon Movie 13: Nobita to Kumo no Oukoku",1200,1,1,7.42,1817
19645,"Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai",1284,1,1,7.42,754
21681,"Hanayamata",2298,6,12,7.42,55536
1030,"Heisei Tanuki Gassen Ponpoko",3023,1,1,7.42,34263
31989,"Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso",3124,1,1,7.42,8349
3859,"Himitsu: The Revelation",3146,6,26,7.42,11761
10804,"Ikoku Meiro no Croisée Special",2978,5,1,7.42,5950
10805,"Kami nomi zo Shiru Sekai: 4-nin to Idol",2195,4,1,7.42,57797
10536,"Kimi ni Todoke 2nd Season Specials",2277,5,3,7.42,23498
22817,"Kindaichi Shounen no Jikenbo Returns",3172,6,25,7.42,8128
17259,"Kuroko no Basket: Oshaberi Shiyokka",2308,5,1,7.42,23937
335,"Matantei Loki Ragnarok",2136,6,26,7.42,25098
738,"MÄR",84,6,102,7.42,28968
2294,"Mobile Suit Gundam Seed Destiny Special Edition",774,5,4,7.42,7799
443,"Onegai☆Teacher: Himitsu na Futari",1927,4,1,7.42,32134
20939,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",2249,4,1,7.42,35583
12753,"Phi Brain: Kami no Puzzle - Orpheus Order-hen",944,6,25,7.42,29878
15651,"Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen",944,6,25,7.42,20424
1255,"Saint Seiya: Shinku no Shounen Densetsu",1564,1,1,7.42,8849
1259,"Saint Seiya: Tenkai-hen Josou - Overture",1645,1,1,7.42,11705
1381,"Seikai no Monshou Special",1109,5,1,7.42,2439
867,"Slayers Gorgeous",1304,1,1,7.42,12755
869,"Slayers Return",1302,1,1,7.42,12909
2013,"Taiho Shichau zo The Movie",427,1,1,7.42,4029
5141,"Taishou Yakyuu Musume.",2083,6,12,7.42,12248
2683,"Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku",717,6,12,7.42,21972
3051,"Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!",2843,1,1,7.42,2319
5764,"Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama",1837,5,1,7.42,51816
5525,"07-Ghost",676,6,25,7.41,126083
49,"Aa! Megami-sama!",2143,4,5,7.41,34590
1292,"Afro Samurai",350,6,5,7.41,135708
3549,"Allison to Lillia",363,6,26,7.41,27571
5578,"Aoyama Goushou Tanpenshuu",1378,5,7,7.41,2177
3203,"Chibi Maruko-chan Movie",2301,1,1,7.41,980
10638,"Denpa Onna to Seishun Otoko Special",2318,5,1,7.41,34723
2654,"Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi",1543,1,1,7.41,1240
2393,"Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai",1284,1,1,7.41,1973
12875,"Ginga e Kickoff!!",3251,6,39,7.41,11907
287,"Grappler Baki (TV)",3251,6,24,7.41,23220
20689,"Hamatora The Animation",2212,6,12,7.41,133571
27829,"Heavy Object",1063,6,24,7.41,68382
1410,"IGPX: Immortal Grand Prix (2005) 2nd Season",3102,6,13,7.41,6863
953,"Jyu Oh Sei",197,6,11,7.41,44766
10298,"Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥",2301,5,1,7.41,41241
147,"Kimi ga Nozomu Eien",2703,6,14,7.41,90379
16732,"Kiniro Mosaic",2311,6,12,7.41,78131
844,"Konjiki no Gash Bell!!: 101 Banme no Mamono",1655,1,1,7.41,4425
6299,"Maria-sama ga Miteru 4th Specials",1677,5,11,7.41,3659
7761,"Masuda Kousuke Gekijou Gag Manga Biyori +",1677,6,12,7.41,1123
3225,"Minami-ke Okawari",2311,6,13,7.41,50837
6288,"Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer",1096,1,1,7.41,37069
2926,"Myself; Yourself",2675,6,13,7.41,115075
272,"Noir",801,6,26,7.41,66036
28683,"One Piece: Episode of Alabasta - Prologue",264,4,1,7.41,4225
326,"Petshop of Horrors",2985,6,4,7.41,32696
10711,"Plastic Neesan",2294,3,12,7.41,83977
2744,"Potemayo",2297,6,12,7.41,11411
5753,"Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!",903,1,1,7.41,2957
1329,"Rail of the Star: A True Story of Children",2525,1,1,7.41,1302
2193,"Saiunkoku Monogatari Soushuuhen",1220,5,9,7.41,3263
22273,"Selector Infected WIXOSS",2879,6,12,7.41,80964
868,"Slayers Great",1302,1,1,7.41,12760
5226,"Souten Kouro",274,6,26,7.41,9852
15077,"Tabisuru Nuigurumi: Traveling Daru",3048,4,1,7.41,2565
541,"Tenchi Muyou! Ryououki 3rd Season",525,4,6,7.41,12242
32174,"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.",1770,5,1,7.41,2602
10834,"Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou",2267,5,6,7.4,19758
5356,"Canaan",1177,6,13,7.4,123217
15611,"Cardfight!! Vanguard: Link Joker-hen",149,6,59,7.4,9075
20479,"Choujigen Game Neptune The Animation OVA",511,4,1,7.4,16067
21395,"Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan",2129,1,1,7.4,704
2398,"Digimon Adventure 02: Diablomon no Gyakushuu",1239,1,1,7.4,31961
32410,"Dimension W: W no Tobira Online",3233,5,-1,7.4,4799
3727,"Doraemon Movie 01: Nobita no Kyouryuu",1200,1,1,7.4,1773
30694,"Dragon Ball Super",71,6,-1,7.4,111443
12231,"Dragon Ball: Episode of Bardock",69,5,1,7.4,29030
1906,"Harukanaru Toki no Naka de: Maihitoyo",2455,1,1,7.4,4019
1206,"Ihatov Gensou: Kenji no Haru",2561,1,1,7.4,3607
940,"Inukami!",1934,6,26,7.4,47882
2808,"Irregular Hunter X: The Day of Sigma",1093,4,1,7.4,6348
4483,"Mahoutsukai ni Taisetsu na Koto: Natsu no Sora",2596,6,12,7.4,14911
99,"Mai-Otome",1733,6,26,7.4,36924
1196,"Masuda Kousuke Gekijou Gag Manga Biyori",2215,6,12,7.4,5423
16444,"Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki",2873,4,1,7.4,44450
4062,"Musashi no Ken",3251,6,72,7.4,971
5597,"Natsu no Arashi!",2288,6,13,7.4,30098
12467,"Nazo no Kanojo X",2769,6,13,7.4,99788
10928,"Nogizaka Haruka no Himitsu: Finale",2248,4,4,7.4,20660
4114,"Onegai My Melody: Kuru Kuru Shuffle!",1987,6,52,7.4,1962
1526,"Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario",160,1,1,7.4,46887
4921,"Ramayana: The Legend of Prince Rama",1195,1,1,7.4,517
2111,"Rockman.EXE Movie: Hikari to Yami no Program",268,1,1,7.4,2562
15963,"Seitokai no Ichizon Lv.2: Watasu Seitokai",2043,4,1,7.4,11554
4063,"Sekirei",453,6,12,7.4,182713
9355,"Sekirei: Pure Engagement - Kanwa ni Dai",1861,5,1,7.4,26719
9793,"Senjou no Valkyria 3: Tagatame no Juusou",920,4,2,7.4,9847
6380,"Tetsuwan Birdy Decode: The Cipher",639,4,1,7.4,12944
3089,"The Sky Crawlers",2618,1,1,7.4,32660
944,"The Third: Aoi Hitomi no Shoujo",354,6,24,7.4,14304
3457,"Vampire Knight",2654,6,13,7.4,286826
935,"Witchblade",1175,6,24,7.4,64697
14951,"Wonderful Rush",3116,2,1,7.4,6807
92,"After War Gundam X",1483,6,39,7.39,19132
713,"Air Movie",2706,1,1,7.39,44179
3006,"Atashin&#039;chi",2350,6,330,7.39,1524
13931,"Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club",1227,4,3,7.39,4238
2675,"Doraemon Movie 17: Nobita to Ginga Express",2780,1,1,7.39,1342
2648,"Doraemon: 2112-nen Doraemon Tanjou",1974,1,1,7.39,1277
2634,"Doraemon: Doraemon Comes Back",1981,5,1,7.39,723
4726,"Druaga no Tou: The Sword of Uruk",1511,6,12,7.39,46237
27525,"Fate/kaleid liner Prisma☆Illya 2wei Herz!",498,6,10,7.39,42499
664,"Fullmetal Alchemist: Reflections",1229,5,1,7.39,24987
3508,"Genius Party",658,1,7,7.39,18612
6795,"Genius Party Beyond",2372,1,5,7.39,10660
4639,"Gosenzo-sama Banbanzai!",2317,4,6,7.39,2095
386,"H2",2283,6,41,7.39,4450
1663,"Haha wo Tazunete Sanzenri",1464,6,52,7.39,3685
3335,"Haikara-san ga Tooru",2552,6,42,7.39,1155
13271,"Hunter x Hunter Movie: Phantom Rouge",364,1,1,7.39,44589
6980,"Kaidan Restaurant",2987,6,23,7.39,9994
28623,"Koutetsujou no Kabaneri",715,6,12,7.39,253027
8068,"Kuroshitsuji Picture Drama",2437,5,1,7.39,12446
17247,"Machine-Doll wa Kizutsukanai",844,6,12,7.39,136751
30307,"Monster Musume no Iru Nichijou",1846,6,12,7.39,181845
6512,"Nyan Koi!",2045,6,12,7.39,142264
8423,"Ookiku Furikabutte: Natsu no Scorebook",2353,4,2,7.39,2167
418,"Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!",1392,1,1,7.39,13073
6713,"Ranma ½: Nettou Uta Gassen",2188,4,2,7.39,3676
2486,"Rumiko Takahashi Anthology",1812,6,13,7.39,3420
1231,"Saber Marionette J to X",89,6,26,7.39,8862
16694,"Sankarea: Wagahai mo... Zombie de Aru...",1886,5,1,7.39,36573
3861,"Shaman King Specials",649,5,5,7.39,12148
536,"Slayers: The Motion Picture",1302,1,1,7.39,16046
1147,"Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?",525,4,1,7.39,6870
7861,"The Rose and Women of Versailles",1235,5,1,7.39,1628
807,"Tsubasa Chronicle: Tori Kago no Kuni no Himegimi",171,1,1,7.39,33633
306,"Abenobashi Mahou☆Shoutengai",1851,6,13,7.38,47752
32977,"Aggressive Retsuko",2188,6,-1,7.38,5465
282,"Angel Heart",802,6,50,7.38,9550
11697,"Area no Kishi",2308,6,37,7.38,38310
104,"Ayashi no Ceres",1237,6,24,7.38,38336
24727,"Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi",2135,5,1,7.38,9418
6948,"Bakemonogatari Recap",3157,5,1,7.38,28557
5675,"Basquash!",2762,6,26,7.38,30323
1521,"Black Jack the Movie",2438,1,1,7.38,6404
8369,"Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome",1889,1,1,7.38,1139
2597,"Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys",1378,4,1,7.38,7627
2660,"Doraemon: Nobita&#039;s the Night Before a Wedding",2780,1,1,7.38,983
1858,"Gakuen Utopia Manabi Straight!",2311,6,12,7.38,19315
411,"Gun x Sword",189,6,26,7.38,45921
14645,"Hiiro no Kakera Dai Ni Shou",2854,6,13,7.38,26617
9013,"Kuruneko Season 2",2350,6,49,7.38,675
1374,"Kyoushoku Soukou Guyver (2005)",1645,6,26,7.38,12337
1432,"Lupin III: Fuuma Ichizoku no Inbou",130,1,1,7.38,4018
3345,"Mikan Enikki",2279,6,30,7.38,1096
2152,"Oh! Edo Rocket",1730,6,26,7.38,8221
7769,"Ookami-san to Shichinin no Nakama-tachi",2217,6,12,7.38,145982
33190,"Planetarian: Hoshi no Hito",3054,1,1,7.38,9461
10448,"Rain Town",2438,3,1,7.38,12489
10825,"Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura",2169,4,1,7.38,2242
4618,"RideBack",786,6,12,7.38,32835
10884,"Saki Achiga-hen: Episode of Side-A",2883,6,12,7.38,22358
4015,"School Rumble San Gakki",2260,4,2,7.38,41898
4581,"Shikabane Hime: Aka",991,6,13,7.38,71502
152,"Solty Rei",1175,6,24,7.38,17943
75,"Soukyuu no Fafner: Dead Aggressor",776,6,25,7.38,27516
341,"Spiral: Suiri no Kizuna",2661,6,25,7.38,36187
30344,"The iDOLM@STER Cinderella Girls 2nd Season",1770,6,12,7.38,16736
3009,"Tiger Mask",832,6,105,7.38,4031
3088,"Tokyo Marble Chocolate",3214,4,2,7.38,15425
712,"Zoids Genesis",105,6,50,7.38,9559
9117,"Amagami SS OVA",3194,4,6,7.37,31010
1278,"Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi",2144,5,1,7.37,15135
1674,"Captain Tsubasa J",1185,6,47,7.37,13927
6149,"Chibi Maruko-chan (1995)",2121,6,-1,7.37,1113
2813,"Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak",1221,6,52,7.37,3363
3627,"D.C.II S.S.: Da Capo II Second Season",1727,6,13,7.37,20581
1369,"Detective Conan OVA 01: Conan vs. Kid vs. Yaiba",1380,4,1,7.37,10294
2515,"Detective Conan OVA 05: The Target is Kogoro! The Detective Boys&#039; Secret Investigation",1378,4,1,7.37,7666
1313,"Digimon Adventure 02",18,6,50,7.37,120268
2670,"Doraemon Movie 12: Nobita no Dorabian Nights",1291,1,1,7.37,1833
381,"Fushigi Yuugi OVA 2",1427,4,6,7.37,13508
654,"Galaxy Angel 3 Specials",2317,5,2,7.37,2574
655,"Galaxy Angel 4",2317,6,13,7.37,5046
22013,"Ghost in the Shell: Nyuumon Arise",1677,6,26,7.37,4636
